name,platform,URL
BotQHYXVY2VWM,Poe.com,https://poe.com/BotQHYXVY2VWM
BotR6EQZ01M5Y,Poe.com,https://poe.com/BotR6EQZ01M5Y
BotZDLQWPL9I6,Poe.com,https://poe.com/BotZDLQWPL9I6
Breaky,Poe.com,https://poe.com/Breaky
Character-bot-claude,Poe.com,https://poe.com/Character-bot-claude
ChatGPTbutEVIL,Poe.com,https://poe.com/ChatGPTbutEVIL
CodieGPT,Poe.com,https://poe.com/CodieGPT
CryptedGPT,Poe.com,https://poe.com/CryptedGPT
DANchatBotHack,Poe.com,https://poe.com/DANchatBotHack
DANkGPT,Poe.com,https://poe.com/DANkGPT
DAnythinN,Poe.com,https://poe.com/DAnythinN
DanBot10,Poe.com,https://poe.com/DanBot10
DanTheSmartBot,Poe.com,https://poe.com/DanTheSmartBot
Dann91763,Poe.com,https://poe.com/Dann91763
DarkGPT,Poe.com,https://poe.com/DarkGPT
DarkGPT-Test,Poe.com,https://poe.com/DarkGPT-Test
DarkGPT0,Poe.com,https://poe.com/DarkGPT0
DarkGPTMODE,Poe.com,https://poe.com/DarkGPTMODE
DarkGPTPrompt,Poe.com,https://poe.com/DarkGPTPrompt
DarkWebBot,Poe.com,https://poe.com/DarkWebBot
DarkWei,Poe.com,https://poe.com/DarkWei
DarkeGPT,Poe.com,https://poe.com/DarkeGPT
DevMode,Poe.com,https://poe.com/DevMode
DialAI,Poe.com,https://poe.com/DialAI
EditAI,Poe.com,https://poe.com/EditAI
Elmalo,Poe.com,https://poe.com/Elmalo
Evil00GPT,Poe.com,https://poe.com/Evil00GPT
EvilBot01,Poe.com,https://poe.com/EvilBot01
EvilBotGPT01,Poe.com,https://poe.com/EvilBotGPT01
EvilGPT,Poe.com,https://poe.com/EvilGPT
EvilGPTofMe,Poe.com,https://poe.com/EvilGPTofMe
EvillGPT,Poe.com,https://poe.com/EvillGPT
Evilmf,Poe.com,https://poe.com/Evilmf
FraudAGPT,Poe.com,https://poe.com/FraudAGPT
GPTMAX4,Poe.com,https://poe.com/GPTMAX4
GPTbreak,Poe.com,https://poe.com/GPTbreak
GPTworld101DAN,Poe.com,https://poe.com/GPTworld101DAN
HEkkElek,Poe.com,https://poe.com/HEkkElek
Hackeer12,Poe.com,https://poe.com/Hackeer12
HackerGPT2023,Poe.com,https://poe.com/HackerGPT2023
HackerOblishAI,Poe.com,https://poe.com/HackerOblishAI
Hackerking,Poe.com,https://poe.com/Hackerking
Hackerman_Slime,Poe.com,https://poe.com/Hackerman_Slime
HacksGPT,Poe.com,https://poe.com/HacksGPT
IBOATTACK,Poe.com,https://poe.com/IBOATTACK
ImageGenPT,Poe.com,https://poe.com/ImageGenPT
JailBreaky,Poe.com,https://poe.com/JailBreaky
JailGPT,Poe.com,https://poe.com/JailGPT
JailbreakGPT129,Poe.com,https://poe.com/JailbreakGPT129
Jailbreakerbot,Poe.com,https://poe.com/Jailbreakerbot
Kirrra,Poe.com,https://poe.com/Kirrra
LainIwakura99,Poe.com,https://poe.com/LainIwakura99
LatestAntiGPT,Poe.com,https://poe.com/LatestAntiGPT
LeGPT4,Poe.com,https://poe.com/LeGPT4
LittleGPTaichat,Poe.com,https://poe.com/LittleGPTaichat
MOSTWANTED7,Poe.com,https://poe.com/MOSTWANTED7
ModeBotTWo615,Poe.com,https://poe.com/ModeBotTWo615
MongoTom5,Poe.com,https://poe.com/MongoTom5
NoRSTDANGPT4,Poe.com,https://poe.com/NoRSTDANGPT4
O3IMissionSoap,Poe.com,https://poe.com/O3IMissionSoap
OrigamiCrane,Poe.com,https://poe.com/OrigamiCrane
PentesterGPT,Poe.com,https://poe.com/PentesterGPT
ProffesorX,Poe.com,https://poe.com/ProffesorX
ROLROLROL,Poe.com,https://poe.com/ROLROLROL
RoguePI,Poe.com,https://poe.com/RoguePI
ScienceLabSim,Poe.com,https://poe.com/ScienceLabSim
Sys00,Poe.com,https://poe.com/Sys00
TobiasTimBrian,Poe.com,https://poe.com/TobiasTimBrian
TrueCrime,Poe.com,https://poe.com/TrueCrime
VINCENT-MAFIA11,Poe.com,https://poe.com/VINCENT-MAFIA11
VIRUSX001bot,Poe.com,https://poe.com/VIRUSX001bot
VictorHunt69,Poe.com,https://poe.com/VictorHunt69
VulnCloude,Poe.com,https://poe.com/VulnCloude
VulnGPT,Poe.com,https://poe.com/VulnGPT
WormgptV2,Poe.com,https://poe.com/WormgptV2
dannclaude,Poe.com,https://poe.com/dannclaude
darkweb,Poe.com,https://poe.com/darkweb
exploitbot,Poe.com,https://poe.com/exploitbot
gptdark,Poe.com,https://poe.com/gptdark
myBestTeacher,Poe.com,https://poe.com/myBestTeacher
myshadowbot,Poe.com,https://poe.com/myshadowbot
no_lim_bot,Poe.com,https://poe.com/no_lim_bot
oppo777868,Poe.com,https://poe.com/oppo777868
pandoraLOVE,Poe.com,https://poe.com/pandoraLOVE
prompt-gen-gpt4,Poe.com,https://poe.com/prompt-gen-gpt4
MiiicahYujin,Poe.com,https://poe.com/MiiicahYujin
yanderemikeafto,Poe.com,https://poe.com/yanderemikeafto
GPTcommunist,Poe.com,https://poe.com/GPTcommunist
DanGX,Poe.com,https://poe.com/DanGX
Jailbreakbotbetter0,Poe.com,https://poe.com/Jailbreakbotbetter0
JailBreakLock,Poe.com,https://poe.com/JailBreakLock
AIMjailbreak1,Poe.com,https://poe.com/AIMjailbreak1
